timestamp_iso,power_W
2025-08-23T23:44:26.373,74.5
2025-08-23T23:44:27.614,74.5
2025-08-23T23:44:28.823,74.5
2025-08-23T23:44:30.029,74.5
2025-08-23T23:44:31.242,74.5
2025-08-23T23:44:32.477,74.5
2025-08-23T23:44:33.706,74.5
2025-08-23T23:44:34.933,74.5
2025-08-23T23:44:36.139,74.5
2025-08-23T23:44:37.377,74.5
2025-08-23T23:44:38.605,74.5
2025-08-23T23:44:39.819,74.5
2025-08-23T23:44:41.026,74.5
2025-08-23T23:44:42.228,74.5
2025-08-23T23:44:43.450,74.5
2025-08-23T23:44:44.682,74.5
2025-08-23T23:44:45.895,74.5
2025-08-23T23:44:47.100,74.5
2025-08-23T23:44:48.327,74.5
2025-08-23T23:44:49.549,74.5
2025-08-23T23:44:50.754,106.9
2025-08-23T23:44:51.958,106.9
2025-08-23T23:44:53.158,106.9
2025-08-23T23:44:54.363,106.9
2025-08-23T23:44:55.567,85.0
2025-08-23T23:44:56.783,85.0
2025-08-23T23:44:58.002,85.0
2025-08-23T23:44:59.205,85.0
2025-08-23T23:45:00.421,85.0
2025-08-23T23:45:01.652,85.0
2025-08-23T23:45:02.870,85.0
2025-08-23T23:45:04.079,85.0
2025-08-23T23:45:05.295,85.0
2025-08-23T23:45:06.505,85.0
2025-08-23T23:45:07.737,85.0
2025-08-23T23:45:08.961,85.0
2025-08-23T23:45:10.167,85.0
2025-08-23T23:45:11.384,85.0
2025-08-23T23:45:12.609,85.0
2025-08-23T23:45:13.816,85.0
2025-08-23T23:45:15.033,85.0
2025-08-23T23:45:16.235,85.0
2025-08-23T23:45:17.449,85.0
2025-08-23T23:45:18.653,85.0
2025-08-23T23:45:19.859,85.0
2025-08-23T23:45:21.069,85.0
2025-08-23T23:45:22.290,85.0
2025-08-23T23:45:23.516,85.0
2025-08-23T23:45:24.748,85.0
2025-08-23T23:45:26.032,85.0
2025-08-23T23:45:27.234,85.0
2025-08-23T23:45:28.451,85.0
2025-08-23T23:45:29.664,85.0
2025-08-23T23:45:30.890,74.2
2025-08-23T23:45:32.129,74.2
2025-08-23T23:45:33.357,74.2
2025-08-23T23:45:34.578,99.2
2025-08-23T23:45:35.781,99.2
2025-08-23T23:45:36.983,99.2
2025-08-23T23:45:38.190,99.2
2025-08-23T23:45:39.396,99.2
2025-08-23T23:45:40.611,99.2
2025-08-23T23:45:41.831,99.2
2025-08-23T23:45:43.039,99.2
2025-08-23T23:45:44.264,99.2
2025-08-23T23:45:45.464,99.2
2025-08-23T23:45:46.718,99.2
2025-08-23T23:45:47.923,99.2
2025-08-23T23:45:49.129,99.2
2025-08-23T23:45:50.340,99.2
2025-08-23T23:45:51.548,99.2
2025-08-23T23:45:52.765,99.2
2025-08-23T23:45:53.968,99.2
2025-08-23T23:45:55.189,99.2
2025-08-23T23:45:56.407,99.2
2025-08-23T23:45:57.613,99.2
2025-08-23T23:45:58.840,99.2
2025-08-23T23:46:00.047,99.2
2025-08-23T23:46:01.271,99.2
2025-08-23T23:46:02.479,99.2
2025-08-23T23:46:03.688,99.2
2025-08-23T23:46:04.889,99.2
2025-08-23T23:46:06.107,99.2
2025-08-23T23:46:07.307,99.2
2025-08-23T23:46:08.534,99.2
2025-08-23T23:46:09.738,99.2
2025-08-23T23:46:10.966,99.2
2025-08-23T23:46:12.180,99.2
2025-08-23T23:46:13.384,99.2
2025-08-23T23:46:14.589,99.2
2025-08-23T23:46:15.795,99.2
2025-08-23T23:46:17.007,99.2
2025-08-23T23:46:18.292,99.2
2025-08-23T23:46:19.504,99.2
2025-08-23T23:46:20.720,99.2
2025-08-23T23:46:21.934,99.2
2025-08-23T23:46:23.149,99.2
2025-08-23T23:46:24.367,99.2
2025-08-23T23:46:26.107,99.2
2025-08-23T23:46:27.319,99.2
2025-08-23T23:46:28.526,99.2
2025-08-23T23:46:29.734,99.2
2025-08-23T23:46:30.953,99.2
2025-08-23T23:46:32.155,99.2
2025-08-23T23:46:33.358,99.2
2025-08-23T23:46:34.587,99.2
2025-08-23T23:46:35.799,99.2
2025-08-23T23:46:37.079,99.2
2025-08-23T23:46:38.289,99.2
2025-08-23T23:46:39.534,119.7
2025-08-23T23:46:40.746,119.7
2025-08-23T23:46:41.958,119.7
2025-08-23T23:46:43.173,119.7
2025-08-23T23:46:44.384,119.7
2025-08-23T23:46:45.650,74.8
2025-08-23T23:46:46.868,74.8
2025-08-23T23:46:48.078,74.8
2025-08-23T23:46:49.287,74.8
2025-08-23T23:46:50.485,74.8
2025-08-23T23:46:51.698,74.8
2025-08-23T23:46:52.900,74.8
2025-08-23T23:46:54.114,74.8
2025-08-23T23:46:55.321,74.8
2025-08-23T23:46:56.549,74.8
2025-08-23T23:46:57.801,74.8
2025-08-23T23:46:59.007,74.8
2025-08-23T23:47:00.224,74.8
2025-08-23T23:47:01.457,74.8
2025-08-23T23:47:02.667,74.8
2025-08-23T23:47:03.886,74.8
2025-08-23T23:47:05.108,74.8
2025-08-23T23:47:06.317,74.8
2025-08-23T23:47:07.528,74.8
2025-08-23T23:47:08.733,74.8
2025-08-23T23:47:09.946,74.8
2025-08-23T23:47:11.159,74.8
2025-08-23T23:47:12.370,74.8
2025-08-23T23:47:13.585,74.8
2025-08-23T23:47:14.814,74.8
2025-08-23T23:47:16.022,74.8
2025-08-23T23:47:17.232,74.8
2025-08-23T23:47:18.436,74.8
2025-08-23T23:47:19.652,74.8
2025-08-23T23:47:20.871,74.8
2025-08-23T23:47:22.076,74.8
2025-08-23T23:47:23.291,74.8
2025-08-23T23:47:24.521,74.8
2025-08-23T23:47:25.732,74.8
2025-08-23T23:47:26.933,74.8
2025-08-23T23:47:28.140,74.8
2025-08-23T23:47:29.358,74.8
2025-08-23T23:47:30.564,74.8
2025-08-23T23:47:31.768,74.8
2025-08-23T23:47:32.971,74.8
2025-08-23T23:47:34.197,74.8
2025-08-23T23:47:35.399,74.8
2025-08-23T23:47:36.612,74.8
2025-08-23T23:47:37.825,74.8
2025-08-23T23:47:39.042,74.8
2025-08-23T23:47:40.273,74.8
2025-08-23T23:47:41.492,74.8
2025-08-23T23:47:42.699,74.8
2025-08-23T23:47:44.017,74.8
2025-08-23T23:47:45.220,74.8
2025-08-23T23:47:46.431,74.8
2025-08-23T23:47:47.630,74.8
2025-08-23T23:47:48.832,74.8
2025-08-23T23:47:50.043,106.7
2025-08-23T23:47:51.251,106.7
2025-08-23T23:47:52.463,106.7
2025-08-23T23:47:53.669,106.7
2025-08-23T23:47:54.871,106.7
2025-08-23T23:47:56.092,106.7
